id;word;slog
26954;AMIRTOSH;A-MIR-TOSH
26955;AMIRULLA;A-MI-RUL-LA
26956;AMIRXOL;A-MIR-XOL
26957;AMIRZODA;A-MIR-ZO-DA
26958;AMIT;A-MIT
26959;AMIYRUN;A-MIY-RUN
26960;AMMOR;AM-MOR
26961;AMRBEK;AMR-BEK
26962;AMRIDDIN;AM-RID-DIN
26963;AMROH;AM-ROH
26964;AMRULLA;AM-RUL-LA
26965;AMUR;A-MUR
26966;AMURBEK;A-MUR-BEK
26967;ANAS;A-NAS
26968;ANDALIB;AN-DA-LIB
26969;ANHORALI;AN-HO-RA-LI
26970;ANIBAL;A-NI-BAL
26971;ANISBEK;A-NIS-BEK
26972;ANISJON;A-NIS-JON
26973;ANJONBOY;AN-JON-BOY
26974;ANNA;AN-NA
26975;ANNAAHMAD;AN-NA-AH-MAD
26976;ANNAALI;AN-NA-A-LI
26977;ANNABERDI;AN-NA-BER-DI
26978;ANNADURDI;AN-NA-DUR-DI
26979;ANNAGELDI;AN-NA-GEL-DI
26980;ANNAK;AN-NAK
26981;ANNAKELDI;AN-NA-KEL-DI
26982;ANNAMAMAT;AN-NA-MA-MAT
26983;ANNAMAT;AN-NA-MAT
26984;ANNAMUHAMMAD;AN-NA-MU-HAM-MAD
26985;ANNAMUROD;AN-NA-MU-ROD
26986;ANNANAZAR;AN-NA-NA-ZAR
26987;ANNANIOZ;AN-NA-NI-OZ
26988;ANNAPO‘LAT;AN-NA-PO‘-LAT
26989;ANNAQILICH;AN-NA-QI-LICH
26990;ANNAQUL;AN-NA-QUL
26991;ANNAQURBON;AN-NA-QUR-BON
26992;ANNASAID;AN-NA-SA-ID
26993;ANNASH;AN-NASH
26994;ANNASIHAT;AN-NA-SI-HAT
26995;ANNASUYUN;AN-NA-SU-YUN
26996;ANNATO‘G‘ON;AN-NA-TO‘-G‘ON
26997;ANNATURDI;AN-NA-TUR-DI
26998;ANNATURSUN;AN-NA-TUR-SUN
26999;ANORIDDIN;A-NO-RID-DIN
27000;ANORMUHAMMAD;A-NOR-MU-HAM-MAD
27001;ANORTOY;A-NOR-TOY
27002;ANQOBERDI;AN-QO-BER-DI
27003;ANQOBOY;AN-QO-BOY
27004;ANSAB;AN-SAB
27005;ANSOR;AN-SOR
27006;ANSORIDDIN;AN-SO-RID-DIN
27007;ANUSH;A-NUSH
27008;ANVAR;AN-VAR
27009;ANVARHAQ;AN-VAR-HAQ
27010;ANVARSHER;AN-VAR-SHER
27011;ANZURBEK;AN-ZUR-BEK
27012;AQCHABOY;AQ-CHA-BOY
27013;AQLIDDIN;AQ-LID-DIN
27014;AQRAB;AQ-RAB
27015;ARABALI;A-RA-BA-LI
27016;ARABBOY;A-RAB-BOY
27017;ARABIDDIN;A-RA-BID-DIN
27018;ARABSHOH;A-RAB-SHOH
27019;ARAF;A-RAF
27020;ARAN;A-RAN
27021;ARBOB;AR-BOB
27022;ARCHA;AR-CHA
27023;ARDAMIR;AR-DA-MIR
27024;ARDASHER;AR-DA-SHER
27025;ARDAVON;AR-DA-VON
27026;ARDOQ;AR-DOQ
27027;ARG‘IN;AR-G‘IN
27028;ARLAN;AR-LAN
27029;ARMON;AR-MON
27030;ARMONBEK;AR-MON-BEK
27031;ARMONBOY;AR-MON-BOY
27032;ARNA;AR-NA
27033;ARPA;AR-PA
27034;ARQABOY;AR-QA-BOY
27035;ARROZ;AR-ROZ
27036;ARSHIMUHAMMAD;AR-SHI-MU-HAM-MAD
27037;ARSHOD;AR-SHOD
27038;ARSLON;ARS-LON
27039;ARSLONBEK;ARS-LON-BEK
27040;ARSLONQUL;ARS-LON-QUL
27041;ARZANDA;AR-ZAN-DA
27042;ARZIMAT;AR-ZI-MAT
27043;ASABOY;A-SA-BOY
27044;ASAD;A-SAD
27045;ASADBEK;A-SAD-BEK
27046;ASADQUL;A-SAD-QUL
27047;ASADULLA;A-SA-DUL-LA
27048;ASADULLOH;A-SA-DUL-LOH
27049;ASAF;A-SAF
27050;ASATILLA;A-SA-TIL-LA
27051;ASFANDI;AS-FAN-DI
27052;ASFANDIYOR;AS-FAN-DI-YOR
27053;ASFIYA;AS-FI-YA
27054;ASHRAF;ASH-RAF
27055;ASHRAFIDDIN;ASH-RA-FID-DIN
27056;ASHRAFULLA;ASH-RA-FUL-LA
27057;ASHUR;A-SHUR
27058;ASHURAHMAD;A-SHU-RAH-MAD
27059;ASHURALI;A-SHU-RA-LI
27060;ASHURBERDI;AS-HUR-BER-DI
27061;ASHURBOQI;A-SHUR-BO-QI
27062;ASHURBOY;A-SHUR-BOY
27063;ASHURMAMAT;A-SHUR-MA-MAT
27064;ASHURMAT;A-SHUR-MAT
27065;ASHURMUHAMMAD;A-SHUR-MU-HAM-MAD
27066;ASHURMUROD;A-SHUR-MU-ROD
27067;ASHURNAZAR;A-SHUR-NA-ZAR
27068;ASHURNIYOZ;A-SHUR-NI-YOZ
27069;ASHURPO‘LAT;A-SHUR-PO‘-LAT
27070;ASHURQUL;A-SHUR-QUL
27071;ASHURTOSH;A-SHUR-TOSH
27072;ASIL;A-SIL
27073;ASILBEK;A-SIL-BEK
27074;ASILIDDIN;A-SI-LID-DIN
27075;ASILMIRZA;A-SIL-MIR-ZA
27076;ASILMUROD;A-SIL-MU-ROD
27077;ASILTOY;A-SIL-TOY
27078;ASILXO‘JA;A-SIL-XO‘-JA
27079;ASILXON;A-SIL-XON
27080;ASILZODA;A-SIL-ZO-DA
27081;ASIRALI;A-SI-RA-LI
27082;ASIRIDDIN;A-SI-RID-DIN
27083;ASKAR;AS-KAR
27084;ASKARALI;AS-KA-RA-LI
27085;ASLAM;AS-LAM
27086;ASLAN;AS-LAN
27087;ASLBEK;ASL-BEK
27088;ASLXON;ASL-XON
27089;ASLIDDIN;AS-LID-DIN
27090;ASLOM;AS-LOM
27091;ASLON;AS-LON
27092;ASOBIDDIN;A-SO-BID-DIN
27093;ASOM;A-SOM
27094;ASOMIDDIN;A-SO-MID-DIN
27095;ASOVIDDIN;A-SO-VID-DIN
27096;ASQAD;AS-QAD
27097;ASQAR;AS-QAR
27098;ASQARALI;AS-QA-RA-LI
27099;ASQARQUL;AS-QAR-QUL
27100;ASQARTOY;AS-QAR-TOY
27101;ASRA;AS-RA
27102;ASRAN;AS-RAN
27103;ASRANQUL;AS-RAN-QUL
27104;ASRBEK;ASR-BEK
27105;ASROR;AS-ROR
27106;ASROR;AS-ROR
27107;ASRORALI;AS-RO-RA-LI
27108;ASRORQUL;AS-ROR-QUL
27109;ASSABUR;AS-SA-BUR
27110;ASTARQUL;AS-TAR-QUL
27111;ATAMAN;A-TA-MAN
27112;ATOMUHAMMAD;A-TO-MU-HAM-MAD
27113;ATONBOY;A-TON-BOY
27114;ATOQUL;A-TO-QUL
27115;ATORAHMON;A-TO-RAH-MON
27116;ATOULLA;A-TO-UL-LA
27117;ATOXON;A-TO-XON
27118;AVAZ;A-VAZ
27119;AVAZALI;A-VA-ZA-LI
27120;AVAZBADAL;A-VAZ-BA-DAL
27121;AVAZBAKIR;A-VAZ-BA-KIR
27122;AVAZBERDI;A-VAZ-BER-DI
27123;AVAZMAMAT;A-VAZ-MA-MAT
27124;AVAZMENGLI;A-VAZ-MENG-LI
27125;AVAZMUHAMMAD;A-VAZ-MU-HAM-MAD
27126;AVAZMUROD;A-VAZ-MU-ROD
27127;AVAZNAFAS;A-VAZ-NA-FAS
27128;AVAZNIYOZ;A-VAZ-NI-YOZ
27129;AVAZOMON;A-VAZ-O-MON
27130;AVAZQURBON;A-VAZ-QUR-BON
27131;AVAZSAFAR;A-VAZ-SA-FAR
27132;AVAZSULTON;A-VAZ-SUL-TON
27133;AVAZTURDI;A-VAZ-TUR-DI
27134;AVAZXON;A-VAZ-XON
27135;AVLIYO;AV-LI-YO
27136;AVLIYONIYOZ;AV-LI-YO-NI-YOZ
27137;AVLIYOQUL;AV-LI-YO-QUL
27138;AVLIYOZODA;AV-LI-YO-ZO-DA
27139;AVLIYOQULI;AV-LI-YO-QU-LI
27140;AVVALIDDIN;AV-VA-LID-DIN
27141;AVVALMOMO;AV-VAL-MO-MO
27142;AVVALMUROD;AV-VAL-MU-ROD
27143;AHADJON;A-HAD-JON
27144;AXBOR;AX-BOR
27145;AXROR;AX-ROR
27146;AXTAM;AX-TAM
27147;AXTAR;AX-TAR
27148;AYNIDDIN;AY-NID-DIN
27149;AYNIJAHON;AY-NI-JA-HON
27150;AYNULLA;AY-NUL-LA
27151;AYOZBEK;A-YOZ-BEK
27152;AYQINBOY;AY-QIN-BOY
27153;AYUB;A-YUB
27154;AYYUB;AY-YUB
27155;AZALBOY;A-ZAL-BOY
27156;AZAMAT;A-ZA-MAT
27157;AZAMATULLA;A-ZA-MA-TUL-LA
27158;AZHAR;AZ-HAR
27159;AZIM;A-ZIM
27160;AZIMAT;A-ZI-MAT
27161;AZIMBEK;A-ZIM-BEK
27162;AZIMBERDI;A-ZIM-BER-DI
27163;AZIMBOY;A-ZIM-BOY
27164;AZIMIDDIN;A-ZI-MID-DIN
27165;AZIMJON;A-ZIM-JON
27166;AZIMQUL;A-ZIM-QUL
27167;AZIMSHER;A-ZIM-SHER
27168;AZIMSHOH;A-ZIM-SHOH
27169;AZIMXON;A-ZIM-XON
27170;AZIZ;A-ZIZ
27171;AZIZALI;A-ZI-ZA-LI
27172;AZIZBEK;A-ZIZ-BEK
27173;AZIZBERDI;A-ZIZ-BER-DI
27174;AZIZBERGAN;A-ZIZ-BER-GAN
27175;AZIZIDDIN;A-ZI-ZID-DIN
27176;AZIZKELDI;A-ZIZ-KEL-DI
27177;AZIZMIRZO;A-ZIZ-MIR-ZO
27178;AZIZMUROD;A-ZIZ-MU-ROD
27179;AZIZSHOH;A-ZIZ-SHOH
27180;AZIZTOY;A-ZIZ-TOY
27181;AZIZTURDI;A-ZIZ-TUR-DI
27182;AZIZULISLOM;A-ZI-ZUL-IS-LOM
27183;AZIZULLA;A-ZI-ZUL-LA
27184;AZIZULLOH;A-ZI-ZUL-LOH
27185;AZIZXOL;A-ZIZ-XOL
27186;AZIZXON;A-ZIZ-XON
27187;AZLARXON;AZ-LAR-XON
27188;AZMIDDIN;AZ-MID-DIN
27189;AZNAVUR;AZ-NA-VUR
27190;AZONBOY;A-ZON-BOY
27191;A’LOXON;A’-LO-XON
27192;ABDUPOSHSHA;AB-DU-POSH-SHA
27193;ADABIYA;A-DA-BI-YA
27194;ADIBA;A-DI-BA
27195;ADLINА;AD-LI-NА
27196;ADOLAT;A-DO-LAT
27197;AFIFA;A-FI-FA
27198;AFRIDA;AF-RI-DA
27199;AFRO‘Z;AF-RO‘Z
27200;AFRO‘ZA;AF-RO‘-ZA
27201;AFRUZA;AF-RU-ZA
27202;AFSAH;AF-SAH
27203;AFSHONA;AF-SHO-NA
27204;AFSONA;AF-SO-NA
27205;AFTONDIL;AF-TON-DIL
27206;AFZUNA;AF-ZU-NA
27207;AHLIYA;AH-LI-YA
27208;AHRORA;AH-RO-RA
27209;AHSAN;AH-SAN
27210;AHSANAT;AH-SA-NAT
27211;AHYORA;AH-YO-RA
27212;AKIFA;A-KI-FA
27213;AKRAMA;AK-RA-MA
27214;ALAVIYA;A-LA-VI-YA
27215;ALBINA;AL-BI-NA
27216;ALFIYA;AL-FI-YA
27217;ALIMA;A-LI-MA
27218;ALINA;A-LI-NA
27219;ALIYA;A-LI-YA
27220;ALMIRA;AL-MI-RA
27221;AMALOY;A-MA-LOY
27222;AMBAR;AM-BAR
27223;AMINA;A-MI-NA
27224;AMIRA;A-MI-RA
27225;AMMAJON;AM-MA-JON
27226;AMMAQIZ;AM-MA-QIZ
27227;AMRIYA;AM-RI-YA
27228;ANABIBI;A-NA-BI-BI
27229;ANBAR;AN-BAR
27230;ANBARNISO;AN-BAR-NI-SO
27231;ANDAGUL;AN-DA-GUL
27232;ANNABEKA;AN-NA-BE-KA
27233;ANNABIBI;AN-NA-BI-BI
27234;ANNAGO‘ZAL;AN-NA-GO‘-ZAL
27235;ANNAGUL;AN-NA-GUL
27236;ANNASHAKAR;AN-NA-SHA-KAR
27237;ANNASHIRIN;AN-NA-SHI-RIN
27238;ANNASULUV;AN-NA-SU-LUV
27239;ANNAXON;AN-NA-XON
27240;ANORA;A-NO-RA
27241;ANORBIBI;A-NOR-BI-BI
27242;ANORGUL;A-NOR-GUL
27243;ANORTOSH;A-NOR-TOSH
27244;ANORXOL;A-NOR-XOL
27245;ANQOGUL;AN-QO-GUL
27246;ANSORA;AN-SO-RA
27247;ANVARA;AN-VA-RA
27248;ANZIRA;AN-ZI-RA
27249;ANZIRAT;AN-ZI-RAT
27250;ANZOR;AN-ZOR
27251;ANZURA;AN-ZU-RA
27252;AQLIYA;AQ-LI-YA
27253;AQLOY;AQL-OY
27254;ARABGUL;A-RAB-GUL
27255;ARG‘UVON;AR-G‘U-VON
27256;ARJUMANDBONU;AR-JU-MAND-BO-NU
27257;ARKONA;AR-KO-NA
27258;ARMONA;AR-MO-NA
27259;ARMONGUL;AR-MON-GUL
27260;ARMUG‘ON;AR-MU-G‘ON
27261;AROFAT;A-RO-FAT
27262;AROFATXON;A-RO-FAT-XON
27263;ARZIYA;AR-ZI-YA
27264;ARZUBEKA;AR-ZU-BE-KA
27265;ASAL;A-SAL
27266;ASALAT;A-SA-LAT
27267;ASALBEKA;A-SAL-BE-KA
27268;ASALBIBI;A-SAL-BI-BI
27269;ASALBONU;A-SAL-BO-NU
27270;ASALGUL;A-SAL-GUL
27271;ASALOY;A-SA-LOY
27272;ASALXON;A-SAL-XON
27273;ASEL;A-SEL
27274;ASHURA;A-SHU-RA
27275;ASHURGUL;A-SHUR-GUL
27276;ASHURXOL;A-SHUR-XOL
27277;ASILA;A-SI-LA
27278;ASILPOSHSHA;A-SIL-POSH-SHA
27279;ASILTOSH;A-SIL-TOSH
27280;ASIMA;A-SI-MA
27281;ASINA;A-SI-NA
27282;ASIRA;A-SI-RA
27283;ASLINA;AS-LI-NA
27284;ASLIYA;AS-LI-YA
27285;ASLIYABONU;AS-LI-YA-BO-NU
27286;ASLIYAT;AS-LI-YAT
27287;ASLZODA;ASL-ZO-DA
27288;ASOLAT;A-SO-LAT
27289;ASRORA;AS-RO-RA
27290;ASXOBJAMOL;AS-XOB-JA-MOL
27291;ATIFA;A-TI-FA
27292;ATIRA;A-TI-RA
27293;ATIRGUL;A-TIR-GUL
27294;ATLAS;AT-LAS
27295;AVAZOY;A-VA-ZOY
27296;AYAJON;A-YA-JON
27297;AYIMGUL;A-YIM-GUL
27298;AYLA;AY-LA
27299;AYLAR;AY-LAR
27300;AYLIN;AY-LIN
27301;AYNA;AY-NA
27302;AYNIJAMOL;AY-NI-JA-MOL
27303;AYNIKAMOL;AY-NI-KA-MOL
27304;AYNIYA;AY-NI-YA
27305;AYNUR;AY-NUR
27306;AYNURA;AY-NU-RA
27307;AYSANAM;AY-SA-NAM
27308;AZALBIBI;A-ZAL-BI-BI
27309;AZGANUSH;AZ-GA-NUSH
27310;AZIMA;A-ZI-MA
27311;AZIMGUL;A-ZIM-GUL
27312;AZIMAXON;A-ZI-MA-XON
27313;AZIZA;A-ZI-ZA
27314;AZIZBEGIM;A-ZIZ-BE-GIM
27315;AZIZBEKA;A-ZIZ-BE-KA
27316;AZIZNISO;A-ZIZ-NI-SO
27317;AZIZPOSHSHA;A-ZIZ-POSH-SHA
27318;AZMIYA;AZ-MI-YA
27319;AZMUDA;AZ-MU-DA
27320;AZRO;AZ-RO
27321;BADAL;BA-DAL
27322;BADALG‘OZI;BA-DAL-G‘O-ZI
27323;BADALMUROD;BA-DAL-MU-ROD
27324;BADIR;BA-DIR
27325;BADIULLA;BA-DI-UL-LA
27326;BADIUZZAMON;BA-DI-UZ-ZA-MON
27327;BADR;BADR
27328;BADRIDDIN;BAD-RID-DIN
27329;BADRQUL;BADR-QUL
27330;BADRSHO;BADR-SHO
27331;BADRULLA;BAD-RUL-LA
27332;BAFO;BA-FO
27333;BAG‘IR;BA-G‘IR
27334;BAHLUL;BAH-LUL
27335;BAHODIR;BA-HO-DIR
27336;BAHODIRSHO;BA-HO-DIR-SHO
27337;BAHOR;BA-HOR
27338;BAHORNIYOZ;BA-HOR-NI-YOZ
27339;BAHOULLA;BA-HO-UL-LA
27340;BAHOVADDIN;BA-HO-VAD-DIN
27341;BAHOVUDDIN;BA-HO-VUD-DIN
27342;BAHRAMAND;BAH-RA-MAND
27343;BAHRI;BAH-RI
27344;BAHRIDDIN;BAH-RID-DIN
27345;BAHRIDIL;BAH-RI-DIL
27346;BAHRIMUROD;BAH-RI-MU-ROD
27347;BAHROM;BAH-ROM
27348;BAHROMALI;BAH-RO-MA-LI
27349;BAHROMIDDIN;BAH-RO-MID-DIN
27350;BAHROMQUL;BAH-ROM-QUL
27351;BAHRON;BAH-RON
27352;BAHRULLA;BAH-RUL-LA
27353;BAHRUZ;BAH-RUZ
27354;BAKIR;BA-KIR
27355;BAKIRULLA;BA-KI-RUL-LA
27356;BAKR;BAKR
27357;BALLIBOY;BAL-LI-BOY
27358;BALLIQUL;BAL-LI-QUL
27359;BAQOQUL;BA-QO-QUL
27360;BAQOULLA;BA-QO-UL-LA
27361;BARAKATULLA;BA-RA-KA-TUL-LA
27362;BARCHABOY;BAR-CHA-BOY
27363;BARLOS;BAR-LOS
27364;BAROT;BA-ROT
27365;BAROTALI;BA-RO-TA-LI
27366;BAROTJON;BA-ROT-JON
27367;BAROTULLA;BA-RO-TUL-LA
27368;BASHAR;BA-SHAR
27369;BASHIR;BA-SHIR
27370;BASHIRQUL;BA-SHIR-QUL
27371;BASHRULLA;BASH-RUL-LA
27372;BAXSHI;BAX-SHI
27373;BAXSHIQUL;BAX-SHI-QUL
27374;BAXSHULLA;BAX-SHUL-LA
27375;BAXTIAZIM;BAX-TI-A-ZIM
27376;BAXTIBEK;BAX-TI-BEK
27377;BAXTIBOR;BAX-TI-BOR
27378;BAXTILLO;BAX-TIL-LO
27379;BAXTIMUROD;BAX-TI-MU-ROD
27380;BAXTINIYOZ;BAX-TI-NI-YOZ
27381;BAXTIQUL;BAX-TI-QUL
27382;BAXTISHOD;BAX-TI-SHOD
27383;BAXTIYOR;BAX-TI-YOR
27384;BAXTJON;BAXT-JON
27385;BAXTSHOD;BAXT-SHOD
27386;BAYONIDDIN;BA-YO-NID-DIN
27387;BAYONMIRZA;BA-YON-MIR-ZA
27388;BAYONQUL;BA-YON-QUL
27389;BAYOT;BA-YOT
27390;BAYOTQUL;BA-YOT-QUL
27391;BAYOZ;BA-YOZ
27392;BARAKATULLA;BA-RA-KA-TUL-LA
27393;BARCHABOY;BAR-CHA-BOY
27394;BARDISHUKUR;BAR-DI-SHU-KUR
27395;BARDOSH;BAR-DOSH
27396;BARFI;BAR-FI
27397;BARHAYOT;BAR-HA-YOT
27398;BARKAMOL;BAR-KA-MOL
27399;BEKCHA;BEK-CHA
27400;BEKCHON;BEK-CHON
27401;BEKDAVLAT;BEK-DAV-LAT
27402;BEKDURDI;BEK-DUR-DI
27403;BEKINBOY;BE-KIN-BOY
27404;BEKISH;BE-KISH
27405;BEKJAHON;BEK-JA-HON
27406;BEKJO‘RA;BEK-JO‘-RA
27407;BEKJON;BEK-JON
27408;BEKJONTOY;BEK-JON-TOY
27409;BEKKELDI;BEK-KEL-DI
27410;BEKLI;BEK-LI
27411;BEKMAMAT;BEK-MA-MAT
27412;BEKMIRZA;BEK-MIR-ZA
27413;BEKMUHAMMAD;BEK-MU-HAM-MAD
27414;BEKMUROD;BEK-MU-ROD
27415;BEKNAZAR;BEK-NA-ZAR
27416;BEKNIYOZ;BEK-NI-YOZ
27417;BEKNOR;BEK-NOR
27418;BEKNUR;BEK-NUR
27419;BEKPO‘LAT;BEK-PO‘-LAT
27420;BEKQO‘ZI;BEK-QO‘-ZI
27421;BEKQUL;BEK-QUL
27422;BEKSAFAR;BEK-SA-FAR
27423;BEKSAID;BEK-SA-ID
27424;BEKSHOD;BEK-SHOD
27425;BEKSHOH;BEK-SHOH
27426;BEKSOLI;BEK-SO-LI
27427;BEKSULTON;BEK-SUL-TON
27428;BEKTEMIR;BEK-TE-MIR
27429;BEKTILLA;BEK-TIL-LA
27430;BEKTO‘RA;BEK-TO‘-RA
27431;BEKTOHIR;BEK-TO-HIR
27432;BEKTOSH;BEK-TOSH
27433;BEKTOY;BEK-TOY
27434;BEKTUG‘DI;BEK-TUG‘-DI
27435;BEKTUR;BEK-TUR
27436;BEKTURDI;BEK-TUR-DI
27437;BEKTURG‘UN;BEK-TUR-G‘UN
27438;BEKTURSUN;BEK-TUR-SUN
27439;BEKXO‘JA;BEK-XO‘-JA
27440;BEKYIGIT;BEK-YI-GIT
27441;BEKZOD;BEK-ZOD
27442;BEKZODBEK;BEK-ZOD-BEK
27443;BERDAQ;BER-DAQ
27444;BERDI;BER-DI
27445;BERDIALI;BER-DI-A-LI
27446;BERDIBEK;BER-DI-BEK
27447;BERDIBOY;BER-DI-BOY
27448;BERDIG‘ULOM;BER-DI-G‘U-LOM
27449;BERDIMALIK;BER-DI-MA-LIK
27450;BERDIMAMAT;BER-DI-MA-MAT
27451;BERDIMAT;BER-DI-MAT
27452;BERDIMAVLON;BER-DI-MAV-LON
27453;BERDIMUHAMMAD;BER-DI-MU-HAM-MAD
27454;BERDIMUROD;BER-DI-MU-ROD
27455;BERDINAZAR;BER-DI-NA-ZAR
27456;BERDINAZIR;BER-DI-NA-ZIR
27457;BERDINIYOZ;BER-DI-NI-YOZ
27458;BERDINUR;BER-DI-NUR
27459;BERDIOLIM;BER-DI-O-LIM
27460;BERDIQILICH;BER-DI-QI-LICH
27461;BERDIQO‘ZI;BER-DI-QO‘-ZI
27462;BERDIQOBIL;BER-DI-QO-BIL
27463;BERDIQOSIM;BER-DI-QO-SIM
27464;BERDIQUL;BER-DI-QUL
27465;BERDIQURBON;BER-DI-QUR-BON
27466;BERDIRAHIM;BER-DI-RA-HIM
27467;BERDIRASUL;BER-DI-RA-SUL
27468;BERDISHUKUR;BER-DI-SHU-KUR
27469;BERDITOSH;BER-DI-TOSH
27470;BERDIXO‘JA;BER-DI-XO‘-JA
27471;BERDIXOL;BER-DI-XOL
27472;BERDIYOR;BER-DI-YOR
27473;BERKBOY;BERK-BOY
27474;BERKIN;BER-KIN
27475;BERKLI;BERK-LI
27476;BERNABI;BER-NA-BI
27477;BESHBOLA;BESH-BO-LA
27478;BESHBOY;BESH-BOY
27479;BESHIM;BE-SHIM
27480;BESHIMQUL;BE-SHIM-QUL
27481;BESHMUHAMMAD;BESH-MU-HAM-MAD
27482;BESHMUROD;BESH-MU-ROD
27483;BESHNAZAR;BESH-NA-ZAR
27484;BEHZOD;BEH-ZOD
27485;BILIMJON;BI-LIM-JON
27486;BILOL;BI-LOL
27487;BILOLIDDIN;BI-LO-LID-DIN
27488;BINOQUL;BI-NO-QUL
27489;BINYAMIN;BIN-YA-MIN
27490;BIRODAR;BI-RO-DAR
27491;BIYQO‘ZI;BIY-QO‘-ZI
27492;BIYTEMIR;BIY-TE-MIR
27493;BIYTO‘RA;BIY-TO‘-RA
27494;BO‘G‘RAXON;BO‘G‘-RA-XON
27495;BOBOJALOL;BO-BO-JA-LOL
27496;BOBOJON;BO-BO-JON
27497;BOBOKATTA;BO-BO-KAT-TA
27498;BOBOKELDI;BO-BO-KEL-DI
27499;BOBOMAT;BO-BO-MAT
27500;BOBOMIRZO;BO-BO-MIR-ZO
27501;BOBOMULLA;BO-BO-MUL-LA
27502;BOBOMUROD;BO-BO-MU-ROD
27503;BOBON;BO-BON
27504;BOBONAZAR;BO-BO-NA-ZAR
27505;BOBONIYOZ;BO-BO-NI-YOZ
27506;BOBONOR;BO-BO-NOR
27507;BOBOOCHIL;BO-BO-O-CHIL
27508;BOBOOLIM;BO-BO-O-LIM
27509;BOBOPIR;BO-BO-PIR
27510;BOBOQAMBAR;BO-BO-QAM-BAR
27511;BOBOQAND;BO-BO-QAND
27512;BOBOQO‘ZI;BO-BO-QO‘-ZI
27513;BOBOQODIR;BO-BO-QO-DIR
27514;BOBOQORA;BO-BO-QO-RA
27515;BOBOQORI;BO-BO-QO-RI
27516;BOBOQUL;BO-BO-QUL
27517;BOBOQURBON;BO-BO-QUR-BON
27518;BOBORAHIM;BO-BO-RA-HIM
27519;BOBORAHMAT;BO-BO-RAH-MAT
27520;BOBORAJAB;BO-BO-RA-JAB
27521;BOBORASUL;BO-BO-RA-SUL
27522;BOBORAVSHAN;BO-BO-RAV-SHAN
27523;BOBOSAFAR;BO-BO-SA-FAR
27524;BOBOSAID;BO-BO-SA-ID
27525;BOBOSHARIF;BO-BO-SHA-RIF
27526;BOBOSHER;BO-BO-SHER
27527;BOBOSHO;BO-BO-SHO
27528;BOBOSODIQ;BO-BO-SO-DIQ
27529;BOBOTILLA;BO-BO-TIL-LA
27530;BOBOTO‘RA;BO-BO-TO‘-RA
27531;BOBOTOY;BO-BO-TOY
27532;BOBOXO‘JA;BO-BO-XO‘-JA
27533;BOBOXOL;BO-BO-XOL
27534;BOBOXON;BO-BO-XON
27535;BOBOYOR;BO-BO-YOR
27536;BOBOZARIF;BO-BO-ZA-RIF
27537;BOBUR;BO-BUR
27538;BODOMQUL;BO-DOM-QUL
27539;BO‘KAYXON;BO‘-KAY-XON
27540;BO‘LMUROD;BO‘L-MU-ROD
27541;BO‘LSIN;BO‘L-SIN
27542;BO‘LSULTON;BO‘L-SUL-TON
27543;BO‘RIBERDI;BO‘-RI-BER-DI
27544;BO‘RIMAT;BO‘-RI-MAT
27545;BO‘RIQUL;BO‘-RI-QUL
27546;BO‘RONALI;BO‘-RO-NA-LI
27547;BO‘RONBERDI;BO‘-RON-BER-DI
27548;BO‘RONSHO;BO‘-RON-SHO
27549;BO‘STONQUL;BO‘S-TON-QUL
27550;BO‘TA;BO‘-TA
27551;BO‘TAALI;BO‘-TA-A-LI
27552;BO‘ZTEMIR;BO‘Z-TE-MIR
27553;BO‘ZYIGIT;BO‘Z-YI-GIT
27554;BOBOAHMAD;BO-BO-AH-MAD
27555;BOBOALI;BO-BO-A-LI
27556;BOBOBADAL;BO-BO-BA-DAL
27557;BOBOBEK;BO-BO-BEK
27558;BOBODAVLAT;BO-BO-DAV-LAT
27559;BOBODO‘ST;BO-BO-DO‘ST
27560;BOBOG‘OZI;BO-BO-G‘O-ZI
27561;BOLABEK;BO-LA-BEK
27562;BOLAMUROD;BO-LA-MU-ROD
27563;BOLBEK;BOL-BEK
27564;BOLBUVA;BOL-BU-VA
27565;BOLLITURDI;BOL-LI-TUR-DI
27566;BOLMUROD;BOL-MU-ROD
27567;BOLNIYOZ;BOL-NI-YOZ
27568;BOLQO‘ZI;BOL-QO‘-ZI
27569;BOLQORA;BOL-QO-RA
27570;BOLQUL;BOL-QUL
27571;BOLSAID;BOL-SA-ID
27572;BOLSIHAT;BOL-SI-HAT
27573;BOLTA;BOL-TA
27574;BOLTAMAMAT;BOL-TA-MA-MAT
27575;BOLTAMUROD;BOL-TA-MU-ROD
27576;BOLTANAZAR;BOL-TA-NA-ZAR
27577;BOLTANIYOZ;BOL-TA-NI-YOZ
27578;BOLTAPO‘LAT;BOL-TA-PO‘-LAT
27579;BOLTAQO‘ZI;BOL-TA-QO‘-ZI
27580;BOLTAQURBON;BOL-TA-QUR-BON
27581;BOLTO‘RA;BOL-TO‘-RA
27582;BOLTURDI;BOL-TUR-DI
27583;BOLXO‘JA;BOL-XO‘-JA
27584;BOQI;BO-QI
27585;BOQIBULLA;BO-QI-BUL-LA
27586;BOQIDDIN;BO-QID-DIN
27587;BOQIJON;BO-QI-JON
27588;BOQIMIRZA;BO-QI-MIR-ZA
27589;BOQIMUHAMMAD;BO-QI-MU-HAM-MAD
27590;BOQITO‘RA;BO-QI-TO‘-RA
